GlobalTime,time,station,site,moduleConfig,SWversion,lotNum,Barcode,UniqueID,ActuatorSN,sph_S1_OOVreg,sph_S2_OOVreg,sph_S1_gain,sph_S2_gain,sph_strokecenter_y_sensor_offset_lsb,sph_strokecenter_x_sensor_offset_lsb,AF_single_vcm_S1_AF_c0,AF_single_vcm_S1_AF_c1,AF_single_vcm_S1_AF_c2,AF_single_vcm_S2_AF_c0,AF_single_vcm_S2_AF_c1,AF_single_vcm_S2_AF_c2,OISY_pos_polynomial_cubic_offsetcorrected_C0,OISY_pos_polynomial_cubic_offsetcorrected_C1,OISY_pos_polynomial_cubic_offsetcorrected_C2,OISY_pos_polynomial_cubic_offsetcorrected_C3,OISX_pos_polynomial_cubic_offsetcorrected_C0,OISX_pos_polynomial_cubic_offsetcorrected_C1,OISX_pos_polynomial_cubic_offsetcorrected_C2,OISX_pos_polynomial_cubic_offsetcorrected_C3,aps_strokeMax_um,
T20230515191850,2023-05-15 19:19:20.597,CLT-00001T03,5,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E05A,LG5D16500P4ZVR31040+L1AE04305+0,0x000000BB9F12F196,LG5D16500P4ZVR31040+L1AE04305+0,83,82,44.799999999999997,42.293999999999997,171.50540387136201,186.75435308147499,157.20850304209583,-0.22211521685452226,0.0015600484852714826,233.28452288458294,-0.011352595962703743,0.0014200860752239921,4.2549297418759099e-14,0.35021988240261198,8.3808835323262595e-05,2.5082449008219399e-08,-2.78388423424758e-14,0.37094545585156002,9.1842091985895998e-05,2.5729303628099801e-08,378.39799133426101,
T20230515192020,2023-05-15 19:20:49.945,CLT-00001T01,2,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E05A,LG5D16500P50VR31040+L1AE04306+0,0x000000BBBF12F196,LG5D16500P50VR31040+L1AE04306+0,81,83,44.799999999999997,42.293999999999997,174.034289910567,192.194994932432,134.51148845869147,-0.17871863755942674,0.0015755952495816409,219.932762201906,-0.12340525360703855,0.0015644246968591533,-1.7436052601738101e-13,0.35415164711937203,8.7502810198705194e-05,2.6748277073772101e-08,3.6415315207705103e-14,0.35878689700236699,8.8467228061312706e-05,2.5760489161516501e-08,386.08095457516299,
T20230515191541,2023-05-15 19:16:11.519,CLT-00001T04,8,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E05A,LG5D16500P5GVR31040+L1AE04322+0,0x000000BBBF12F192,LG5D16500P5GVR31040+L1AE04322+0,79,83,44.799999999999997,42.293999999999997,185.90134819525201,188.524362220147,141.84017553702401,-0.2335194755831897,0.0015287162498694858,226.09072924279957,-0.17926088388888239,0.0015447360009256581,1.3178347302300601e-13,0.36363144769618899,9.1117132753530501e-05,2.6864947506379602e-08,-1.7957857423311901e-14,0.36371152250354399,8.7642578434035206e-05,2.3161414342769998e-08,382.16772348988502,
T20230515190758,2023-05-15 19:08:28.172,CLT-00001T01,2,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E05A,LG5D16500P5JVR31040+L1AE04324+0,0x000000BA9F12B19A,LG5D16500P5JVR31040+L1AE04324+0,83,81,44.799999999999997,42.293999999999997,181.83484335987399,191.52814953948001,186.34170447518466,-0.257785517522923,0.0015595568754990902,217.40555426560761,-0.11596689963687393,0.0015640614078090314,-2.4924506902834799e-14,0.343901041214624,8.1296493353457495e-05,2.4307201085963701e-08,4.2632564145605999e-14,0.37051048950636201,9.1737802377841597e-05,2.5300389217367901e-08,386.96948338155602,
T20230515191017,2023-05-15 19:10:46.991,CLT-00001T02,4,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E05A,LG5D16500P5LVR31040+L1AE04326+0,0x000000B2AF12B19E,LG5D16500P5LVR31040+L1AE04326+0,79,79,47.454999999999998,44.799999999999997,191.88724537569999,190.57376089306101,100.84878598416756,-0.26511091640850587,0.00167092678993408,222.09924335679062,-0.18944528857602083,0.0014683439030065085,6.9388939039072303e-16,0.34073052874557602,8.0141813918552894e-05,2.3262903264890599e-08,1.1321499293615e-13,0.35941318923716897,8.4958243168343706e-05,2.1543583272361602e-08,382.84728366602701,
T20230515190818,2023-05-15 19:08:48.947,CLT-00001T04,7,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E05A,LG5D16500P5UVR31040+L1AE02202+0,0x00000053A642A19A,LG5D16500P5UVR31040+L1AE02202+0,82,80,44.799999999999997,42.293999999999997,174.54886525006401,186.39139367326601,154.33665298317942,-0.30315482700381902,0.0016113400830000666,170.2688841632046,-0.069522123532837585,0.0015070899545391152,9.5479180117763494e-15,0.34861627983416799,8.2802156360500093e-05,2.4576755473942999e-08,-1.19515508600898e-13,0.374022333861037,9.1442344377234394e-05,2.4213227609018502e-08,385.34490973665902,
T20230515191725,2023-05-15 19:17:55.883,CLT-00001T01,1,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E05A,LG5D16500P65VR31040+L1AE02213+0,0x0000005A9646E196,LG5D16500P65VR31040+L1AE02213+0,84,82,44.799999999999997,42.293999999999997,188.58219954222901,186.45074903377201,87.250583725956972,-0.25745111556698885,0.0017715925863772352,204.51686528990044,-0.16428646078411713,0.0015070897738544821,7.3163697322797803e-14,0.33907077168278399,7.9300317828940198e-05,2.0242964647204398e-08,-1.4488410471358299e-14,0.36723148504374897,8.9373349871332494e-05,2.4671069952136099e-08,377.02196209213702,
T20230515192830,2023-05-15 19:29:00.151,CLT-00001T03,5,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E05A,LG5D16500P6NVR31040+L1AE02230+0,0x0000005BB642E196,LG5D16500P6NVR31040+L1AE02230+0,74,81,50.265999999999998,42.293999999999997,192.59761120096999,186.974255860298,143.79978230513296,-0.23939464766805293,0.0015145134001988017,203.31634960282162,-0.05333821230337954,0.0014627550766482208,-1.7930101847696301e-13,0.35149078243075599,8.4524818520866706e-05,2.40209671214929e-08,-1.6966983373834e-13,0.370813365398107,9.22707758405403e-05,2.5243992262097099e-08,384.14197602214801,
T20230515193013,2023-05-15 19:30:43.213,CLT-00001T01,2,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E05A,LG5D16500P8GVR31040+L1AE05828+0,0x000000D62FD55098,LG5D16500P8GVR31040+L1AE05828+0,75,80,50.265999999999998,42.293999999999997,177.309908752751,187.059648229224,153.83994830415548,-0.26611245313477988,0.0015843483803852593,189.36143572759008,-0.17037370945165353,0.0014697855211625464,-6.1312066534924295e-14,0.33708123923507699,7.7124699374276701e-05,2.24963704545506e-08,1.5662471319899401e-13,0.37159937683148098,9.1748393854746197e-05,2.4106314272137801e-08,382.28547498133901,
T20230515192234,2023-05-15 19:23:04.509,CLT-00001T02,3,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E05A,LG5D16500P8KVR31040+L1AE05831+0,0x000000D72FD5509C,LG5D16500P8KVR31040+L1AE05831+0,80,80,44.799999999999997,42.293999999999997,180.159391545852,189.34493279576299,78.11725631715683,-0.23597017915474208,0.0016621099628851914,116.53921895571605,-0.18347386366985841,0.0015759671530552689,1.9673151996357799e-13,0.359120195481759,8.9533637833555e-05,2.80796503442285e-08,-3.4611202792689299e-14,0.37409636905819399,9.6299228356819207e-05,2.96927107226993e-08,385.30032241830099,
T20230515194240,2023-05-15 19:43:09.846,CLT-00001T04,8,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E03A,LG5D16500P8VVR31040+L1AE01309+0,0x000000D70FC12498,LG5D16500P8VVR31040+L1AE01309+0,82,82,44.799999999999997,42.293999999999997,183.953773331675,191.16879137331301,114.0315354850444,-0.24799410751817136,0.001616933623985285,223.74503468720678,-0.16091582520991496,0.0015162743371216647,4.59632332194815e-14,0.35432978711322699,8.4561403885847e-05,2.4034003437875799e-08,1.5376588891058399e-14,0.36424357346713798,8.7620483096061694e-05,2.3282416594040399e-08,381.50337686292301,
T20230515194420,2023-05-15 19:44:50.262,CLT-00001T01,1,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E03A,LG5D16500P8YVR31040+L1AE01312+0,0x000000D62FC1649C,LG5D16500P8YVR31040+L1AE01312+0,79,79,47.454999999999998,44.799999999999997,186.58313435829501,197.79647692491699,97.631085585326986,-0.32775370622983996,0.0016790115020812045,196.42571032553099,-0.083647644268907945,0.0015801687793463022,-1.81521464526213e-14,0.34672092356505002,8.2093075752102604e-05,2.3389267730243701e-08,-1.4460654895742699e-14,0.35789626298761801,8.7117866368146806e-05,2.40460987196265e-08,382.23865383787302,
T20230515194341,2023-05-15 19:44:11.564,CLT-00001T01,2,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E03A,LG5D16500P90VR31040+L1AE01314+0,0x000000D73FC16490,LG5D16500P90VR31040+L1AE01314+0,81,81,44.799999999999997,42.293999999999997,181.21462399421699,182.68494391091099,114.47271350713814,-0.30395970442048453,0.001589630363520513,208.07037456493001,-0.13591343641077222,0.0015189484460987888,-8.6736173798840405e-14,0.357426016541249,8.5954142163726006e-05,2.4507947618094702e-08,-1.2329026688462401e-13,0.36966635786612001,9.1598693784968805e-05,2.6247756755613601e-08,365.85733440864101,
T20230515194838,2023-05-15 19:49:08.373,CLT-00001T03,5,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E03A,LG5D16500P99VR31040+L1AE01323+0,0x000000D61FC52498,LG5D16500P99VR31040+L1AE01323+0,75,81,47.454999999999998,42.293999999999997,177.48448379919199,191.342762172167,131.11768813949337,-0.25267146705399002,0.001494002179597704,163.90773576439932,-0.14694326289623671,0.0014903551945321827,-5.0792703376600904e-15,0.36125679470776101,8.8928079805561004e-05,2.5640546992812799e-08,2.7100544031100101e-13,0.36900758430911501,9.3572486063923097e-05,2.8539349823179901e-08,376.71328542483701,
T20230514151009,2023-05-14 15:10:39.252,CLT-00001T01,1,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E01A,LG5D16500P9NVR31040+L1AE06804+0,0x000000731FD10494,LG5D16500P9NVR31040+L1AE06804+0,78,78,47.454999999999998,44.799999999999997,189.19845204505401,185.36033889602101,119.59951723747874,-0.22083374045508508,0.0015777077504726565,153.50895764019054,-0.16859221160169519,0.0016420670258855184,7.8187456509226599e-14,0.352071538351379,8.3800684617291301e-05,2.2307250039204598e-08,-8.0352391407245705e-14,0.36694700982780298,8.9428463771607094e-05,2.4017507315992601e-08,384.624225450994,
T20230514150446,2023-05-14 15:05:16.292,CLT-00001T04,7,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5E01A,LG5D16500PA1VR31040+L1AE06817+0,0x000000128F16A19A,LG5D16500PA1VR31040+L1AE06817+0,78,80,47.454999999999998,42.293999999999997,181.422272959862,184.57177620154999,124.72135784115882,-0.10568927829396006,0.0015481897248596924,155.57037337280485,-0.11798425329978832,0.0014942227026320716,3.2807090377673401e-14,0.34914943567660101,8.2935980040653494e-05,2.4055107634676001e-08,-1.7097434579227401e-14,0.37796963626091401,9.40221750499825e-05,2.4890681749128801e-08,388.12463104638999,
T20230513205014,2023-05-13 20:50:44.276,CLT-00001T04,7,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PE9VR31040+L1AE02901+0,0x000000DB8646A592,LG5D16500PE9VR31040+L1AE02901+0,82,82,44.799999999999997,42.293999999999997,186.08943643985401,189.80728098034601,112.83684728385131,-0.076663517374509868,0.0016055893608931853,249.4582756158222,-0.041241745793145462,0.0014632991903120191,-6.4309668701412205e-14,0.35438109171274601,8.5111183173134896e-05,2.4041205145285499e-08,1.2370660051885799e-13,0.36696716125270801,8.9169351872037204e-05,2.3369352016219399e-08,386.01328727938602,
T20230513205043,2023-05-13 20:51:14.194,CLT-00001T01,2,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PEBVR31040+L1AE02903+0,0x000000DBB646A592,LG5D16500PEBVR31040+L1AE02903+0,79,77,44.799999999999997,44.799999999999997,182.168554553734,189.73575816795699,155.97186611020854,-0.002284826928041897,0.0014700159782956596,211.20974794352367,0.067161707191096959,0.0014875244411019369,9.1038288019262798e-14,0.37127872999296502,9.2736416423709305e-05,2.6463475645810499e-08,9.4202423639444495e-14,0.36950764702705502,9.1295084554869195e-05,2.35940325466657e-08,388.11633904516901,
T20230513205049,2023-05-13 20:51:19.697,CLT-00001T02,3,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PECVR31040+L1AE02904+0,0x000000779E52E19E,LG5D16500PECVR31040+L1AE02904+0,81,79,44.799999999999997,42.293999999999997,188.28782202495401,186.34853208847699,51.743876083627939,-0.3170264353016029,0.0016581138225157791,175.63770519661685,-0.074606645005120015,0.0014727561892719583,8.8928864272475001e-14,0.35516977475849099,8.6837888847259394e-05,2.5091317005560501e-08,-2.31925589844195e-13,0.37668000304616001,9.7649304943661305e-05,3.0753635227684102e-08,382.28929300653601,
T20230513204914,2023-05-13 20:49:44.180,CLT-00001T01,1,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PEEVR31040+L1AE02906+0,0x000000D39646A59E,LG5D16500PEEVR31040+L1AE02906+0,79,78,47.454999999999998,42.293999999999997,195.88318530086201,185.83131333639301,103.51439796500469,-0.22008334262448367,0.0016949117234528229,163.91626812732963,-0.079615692361430346,0.0014685538404749022,1.2664869153411501e-13,0.34604593640047698,8.2402503243738797e-05,2.2690540516251298e-08,3.71924713249427e-14,0.38039595794762099,0.000100411915207865,2.99924844765147e-08,385.188785604575,
T20230513205039,2023-05-13 20:51:09.224,CLT-00001T01,1,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PEGVR31040+L1AE02908+0,0x0000007FBE56E192,LG5D16500PEGVR31040+L1AE02908+0,81,80,44.799999999999997,42.293999999999997,185.26745587908999,187.293575214784,64.639899719138683,-0.25802006942850153,0.0016555372194251862,173.16233120058865,-0.060606816435579136,0.0015106215333697832,1.14047660204619e-13,0.36069744716831098,8.9411455573075902e-05,2.63088011935531e-08,-9.6422869688694795e-14,0.379164761527157,9.7205779224908206e-05,2.7470720144085901e-08,385.82633272389597,
T20230513204921,2023-05-13 20:49:50.690,CLT-00001T03,5,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PEJVR31040+L1AE02910+0,0x000000DB9646E596,LG5D16500PEJVR31040+L1AE02910+0,75,79,47.454999999999998,44.799999999999997,177.593223368629,196.77825191771899,26.370884754313757,-0.29325960976984045,0.0015998367978501643,187.16526019107238,-0.031834544128828218,0.0015514221405578726,-1.6706080963047e-13,0.36676829308908598,9.1333470694983195e-05,2.6498856771211301e-08,-1.8823831382519499e-13,0.36225518185827998,8.9016093230101295e-05,2.46673746656297e-08,385.26728181706801,
T20230513205543,2023-05-13 20:56:13.396,CLT-00001T01,2,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PEMVR31040+L1AE02913+0,0x000000DAA642A592,LG5D16500PEMVR31040+L1AE02913+0,79,79,44.799999999999997,44.799999999999997,172.84990445821001,190.70514683591,130.41172716600559,-0.016156833055782291,0.0014920490940813465,184.24910472763355,0.040758075540420866,0.0015499834088183726,-1.79301018476963e-14,0.36353378620119497,9.0262620403500001e-05,2.7416061513575199e-08,4.3576253716537402e-15,0.35755097458414498,8.5096348731371701e-05,2.1387348261925699e-08,388.68309479944202,
T20230513205549,2023-05-13 20:56:19.010,CLT-00001T02,3,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PENVR31040+L1AE02914+0,0x000000DBB646E596,LG5D16500PENVR31040+L1AE02914+0,80,79,44.799999999999997,44.799999999999997,176.64820750544899,192.37845158988901,36.939029579523577,-0.1946859647328838,0.0015980312904926189,150.73577737619473,-0.050742166210762468,0.0016091777237719725,1.74804615227231e-13,0.358315732545328,8.8244328706321105e-05,2.63554057246398e-08,-3.6332048480858197e-14,0.3555867462906,8.6601024213315197e-05,2.5123399393833601e-08,385.746393202614,
T20230513205546,2023-05-13 20:56:16.435,CLT-00001T03,6,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PEPVR31040+L1AE02915+0,0x000000DBA642E59E,LG5D16500PEPVR31040+L1AE02915+0,79,75,44.799999999999997,44.799999999999997,172.416657106342,196.79895695991399,138.70210552241593,-0.00044901108601862194,0.0014777925467418949,238.04018275234048,0.011033888562272137,0.0013994769150499219,-1.88321580552042e-13,0.366951316241932,9.0566309022289203e-05,2.6179564710199301e-08,1.4765966227514601e-14,0.377962347835265,9.6740710246853503e-05,2.7556741414488701e-08,386.97376000392802,
T20230513205553,2023-05-13 20:56:23.716,CLT-00001T04,7,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PEQVR31040+L1AE02916+0,0x000000D28642A59E,LG5D16500PEQVR31040+L1AE02916+0,82,78,44.799999999999997,44.799999999999997,178.60401390638799,193.624907781172,90.897924336838813,-0.16321169535792091,0.0016487883805896017,200.35431540015827,0.022091589089728969,0.0015117320210930596,-4.5269343829090802e-14,0.35097046604519599,8.5104837440895794e-05,2.5429852479595302e-08,-6.2949645496246401e-14,0.363787166003045,8.9360864829806996e-05,2.42254666150821e-08,385.28316751934699,
T20230513205512,2023-05-13 20:55:42.329,CLT-00001T02,4,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PESVR31040+L1AE02918+0,0x000000DBB642A592,LG5D16500PESVR31040+L1AE02918+0,79,79,44.799999999999997,44.799999999999997,181.16833611566199,193.17497747517899,51.774257877283674,-0.21482551779479858,0.0016063400080033213,207.01309312064132,-0.064838794148503048,0.0015317015486261143,7.21644966006352e-14,0.36546961603443001,9.2581309265506406e-05,2.74056649924229e-08,1.7874590696465e-13,0.36085230306800598,8.7035452615818505e-05,2.21481349698901e-08,389.346814910185,
T20230513205457,2023-05-13 20:55:27.104,CLT-00001T03,5,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PETVR31040+L1AE02919+0,0x000000DA9646E59A,LG5D16500PETVR31040+L1AE02919+0,78,79,47.454999999999998,42.293999999999997,189.320948930827,189.76522492414699,94.351705065981776,-0.079093335326809552,0.001646078746077737,186.40351325897782,-0.030382084335755982,0.0014448762818421103,-7.9714013168086202e-14,0.34852926230632703,8.2933474799155599e-05,2.27544311083649e-08,5.6121773894801701e-14,0.37872475452642801,9.6209215495320996e-05,2.6257353911143701e-08,381.74192813829802,
T20230513205554,2023-05-13 20:56:23.971,CLT-00001T02,4,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PEUVR31040+L1AE02920+0,0x000000769E52E192,LG5D16500PEUVR31040+L1AE02920+0,78,79,47.454999999999998,44.799999999999997,179.126242439647,193.24919448762,72.900933703782258,-0.31461943377445839,0.0016695194641160906,179.60799817088832,-0.059988325471589346,0.0015285727964711154,7.8714812445923599e-14,0.35185947523551803,8.2912042940762703e-05,2.2684240660960601e-08,1.97841742988203e-13,0.36406081462733603,8.8573803472796305e-05,2.3771474625183002e-08,388.54856309644202,
T20230513205457,2023-05-13 20:55:27.040,CLT-00001T01,1,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PEVVR31040+L1AE02921+0,0x000000768E56A196,LG5D16500PEVVR31040+L1AE02921+0,80,80,44.799999999999997,44.799999999999997,176.25652663554601,193.244141601396,70.180404814841751,-0.13221512286352385,0.0015734016361755167,161.87525603751402,-0.1510787413307137,0.0015595395235307758,-1.7791323969618099e-14,0.36486262847254902,9.0730978451835701e-05,2.6794099374205501e-08,-1.02806652080289e-13,0.35786128310033199,8.86111095109978e-05,2.5697535769645599e-08,384.85421063725499,
T20230513205253,2023-05-13 20:53:24.045,CLT-00001T01,2,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PFEVR31040+L1AE00208+0,0x000000DBA642E592,LG5D16500PFEVR31040+L1AE00208+0,79,80,44.799999999999997,44.799999999999997,177.345811925829,194.762871592224,95.485015626285914,-0.26867267978654735,0.0015650693014963141,153.85218292393174,-0.1215588279271789,0.0016000062838409143,1.1496359419993501e-13,0.36612705313926602,9.0511468020102194e-05,2.56090843044773e-08,-3.8247183198336599e-14,0.358489839789565,8.5903212607838406e-05,2.3309692922990699e-08,388.08289113820501,
T20230513205342,2023-05-13 20:54:12.691,CLT-00001T02,3,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PFFVR31040+L1AE00209+0,0x000000D38642E59E,LG5D16500PFFVR31040+L1AE00209+0,81,80,44.799999999999997,44.799999999999997,181.511079891836,195.695331470703,107.26068159055413,-0.077562863279655364,0.0015998789767367686,186.56439192640897,-0.094647165465621491,0.0015741347412620949,1.2617684674864899e-13,0.357778881953559,8.6938737298471503e-05,2.5578427876769398e-08,3.2918112680135898e-14,0.35274776804997199,8.56572738325342e-05,2.54882372837565e-08,387.41918880718998,
T20230513205332,2023-05-13 20:54:02.015,CLT-00001T01,1,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PFGVR31040+L1AE00210+0,0x000000D28646A596,LG5D16500PFGVR31040+L1AE00210+0,78,81,44.799999999999997,42.293999999999997,177.808134405316,192.75271962402101,69.82604978973356,-0.23410304180542951,0.001558770645167257,140.88239499832105,-0.10029728283531036,0.0015401643442192988,1.57068802408844e-13,0.374125183343893,9.3038441114737605e-05,2.55459505982621e-08,5.1014747981525899e-14,0.37405237841586497,9.4217940636004901e-05,2.5128734597325299e-08,384.71728206619002,
T20230513204843,2023-05-13 20:49:13.264,CLT-00001T03,6,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PFLVR31040+L1AE00214+0,0x000000DA9646E592,LG5D16500PFLVR31040+L1AE00214+0,78,82,47.454999999999998,42.293999999999997,184.73845638715599,193.374956828536,102.91123722885588,-0.37113492174833734,0.0016065055527844934,190.26696724957554,-0.11492337955249418,0.0015252257365733258,9.3036689463588105e-14,0.35170433870307499,8.3137944617220694e-05,2.23463727341614e-08,6.0840221749458604e-14,0.36532031368627799,9.0021332972775706e-05,2.40272060626435e-08,387.206434411754,
T20230513204145,2023-05-13 20:42:16.201,CLT-00001T03,6,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PG1VR31040+L1AE00229+0,0x000000D29642E59A,LG5D16500PG1VR31040+L1AE00229+0,79,78,47.454999999999998,44.799999999999997,188.60951345753699,192.26687934842101,125.78866178591564,-0.25044776101672245,0.0016326793404126214,238.35443157912536,-0.1251856299868101,0.0014596589113662407,-6.76403377752877e-14,0.34834787340477502,8.2176381290349304e-05,2.3110816216831999e-08,9.3425267522206898e-14,0.367814035015533,8.9614954139941101e-05,2.2715233391980401e-08,390.01380941698602,
T20230513205007,2023-05-13 20:50:37.403,CLT-00001T03,6,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PG4VR31040+L1AE00232+0,0x000000DB9642E592,LG5D16500PG4VR31040+L1AE00232+0,80,79,44.799999999999997,44.799999999999997,178.73884586371301,184.88479669534601,174.90417811862164,-0.057519604530559904,0.001499894882307787,239.26953687214467,-0.048620391702764693,0.0014883688635900869,1.3453127500895299e-13,0.36728054657278503,9.0267214562337903e-05,2.3477965526643399e-08,1.03139718987677e-13,0.36180831802757701,8.5890806127281104e-05,2.3129037625168099e-08,383.57347808068101,
T20230513204800,2023-05-13 20:48:30.548,CLT-00001T02,3,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PG7VR31040+L1AE04603+0,0x000000D2A642A59E,LG5D16500PG7VR31040+L1AE04603+0,78,79,47.454999999999998,42.293999999999997,178.396952174072,185.857253072254,95.007791919068694,-0.16904730472946858,0.0016252251507941505,153.41498786796055,-0.060687040561910294,0.0015157767089712538,1.9734214262712199e-14,0.34905442542176901,8.2216596771970897e-05,2.37473327792536e-08,-5.0126569561825799e-14,0.37447722551081097,9.5291473213981393e-05,2.96570561058623e-08,386.41550447712399,
T20230513204345,2023-05-13 20:44:15.379,CLT-00001T02,3,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PG8VR31040+L1AE04604+0,0x000000DAB642A59A,LG5D16500PG8VR31040+L1AE04604+0,78,80,47.454999999999998,44.799999999999997,179.728795639856,194.88037986526999,79.270454146159921,-0.099260553070678326,0.001594706753367172,192.85052465880395,-0.074782304994262208,0.0015750881274390184,1.5709655798446e-13,0.35430396278723197,8.2951001663201694e-05,2.2236749632939899e-08,-1.69697589313955e-13,0.35576605898976799,8.4432888777236304e-05,2.22521266433583e-08,388.54545189780299,
T20230513204429,2023-05-13 20:44:59.604,CLT-00001T03,5,A3104,Mine_A_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PG9VR31040+L1AE04605+0,0x000000DB8646E592,LG5D16500PG9VR31040+L1AE04605+0,78,80,47.454999999999998,42.293999999999997,190.33788939637,192.44208992246399,83.83206594998876,-0.1089115807543293,0.0016586120820125823,194.09900538235095,-0.034341791981638503,0.0014931331161500744,8.2878148788267898e-14,0.349732067712343,8.3765060865554006e-05,2.4117614586227698e-08,-1.3272716259393701e-13,0.37158442607874498,9.5607236121111305e-05,2.8203830183782999e-08,388.868927352941,
T20230513204629,2023-05-13 20:46:59.127,CLT-00001T01,2,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PGCVR31040+L1AE04608+0,0x000000D3A642A59A,LG5D16500PGCVR31040+L1AE04608+0,79,81,44.799999999999997,42.293999999999997,174.02049117506601,188.902868267884,105.98901211841272,-0.025301001837091178,0.0015529580451162539,156.53885493509785,-0.077008282365113701,0.0015715663903783936,-9.0483176506950296e-14,0.36568453453883398,8.9635037029652095e-05,2.42000206876314e-08,1.8265944312645401e-13,0.373730980204178,9.2614613950303497e-05,2.5900671200306202e-08,387.19454496620602,
T20230513204651,2023-05-13 20:47:21.692,CLT-00001T04,8,A3104,Mine_B_release_POR_inline_iclt_A3104_23050153.exe,GTSAA1BKD5C94A,LG5D16500PGFVR31040+L1AE04611+0,0x000000D29642A59E,LG5D16500PGFVR31040+L1AE04611+0,79,77,47.454999999999998,44.799999999999997,178.82379340965301,193.834136865033,87.00140907778372,-0.19808382205948646,0.0017056724009113676,184.12243665142768,-0.026760419392604817,0.0015322445103808228,3.3681391009565699e-14,0.34276590960571002,7.8908399007992605e-05,2.0889777375428599e-08,-8.9178664453015699e-14,0.36692501903300101,8.9694285357374502e-05,2.4674284543987201e-08,389.21859285071503,
