ActuatorSN,AF_single_vcm_S1_AF_c0,AF_single_vcm_S1_AF_c1,AF_single_vcm_S1_AF_c2,AF_single_vcm_S2_AF_c0,AF_single_vcm_S2_AF_c1,AF_single_vcm_S2_AF_c2,aps_strokeMax_um,OISX_pos_polynomial_cubic_offsetcorrected_C0,OISX_pos_polynomial_cubic_offsetcorrected_C1,OISX_pos_polynomial_cubic_offsetcorrected_C2,OISX_pos_polynomial_cubic_offsetcorrected_C3,OISY_pos_polynomial_cubic_offsetcorrected_C0,OISY_pos_polynomial_cubic_offsetcorrected_C1,OISY_pos_polynomial_cubic_offsetcorrected_C2,OISY_pos_polynomial_cubic_offsetcorrected_C3,sph_S1_gain,sph_S1_OOVreg,sph_S2_gain,sph_S2_OOVreg,sph_strokecenter_x_sensor_offset_lsb,sph_strokecenter_y_sensor_offset_lsb
UC4D262001FL00A5002+01AA02222+5,69.96785263,-0.035544151,0.001826123,118.1672325,-0.168032483,0.001654869,373.172995,3.05E-14,0.367017877,9.10E-05,2.57E-08,-1.13E-14,0.340367701,7.80E-05,2.23E-08,42.294,88,42.294,82,186.6292817,176.0481361
UC4D262001FN00A5002+01AA02224+5,113.8610938,0.076084415,0.001690184,107.6061368,-0.008754182,0.001747493,381.71848,-9.13E-15,0.35548304,8.78E-05,2.25E-08,-5.97E-15,0.353031964,8.38E-05,2.44E-08,42.294,85,42.294,84,183.9516282,172.2017094
UC4D262001FQ00A5002+01AA02226+5,185.9576109,0.027168025,0.001641047,160.5280875,-0.010246686,0.001709264,377.195195,-2.37E-14,0.351530278,8.51E-05,2.41E-08,1.61E-14,0.349123627,8.34E-05,2.33E-08,42.294,86,44.8,80,196.0412869,174.6958687
UC4D262001FW00A5002+01AA02232+5,116.5059799,-0.06441641,0.001678544,134.5095192,-0.005960498,0.001652827,378.908205,7.85E-15,0.372793347,9.32E-05,2.73E-08,-3.80E-15,0.354526333,8.59E-05,2.57E-08,39.928,90,44.8,76,177.2618685,169.1543755
UC4D262001FY00A5002+01AA01002+5,197.8692939,-0.03241789,0.001636297,151.2285634,-0.022804695,0.001600864,376.99376,1.75E-14,0.363741037,9.14E-05,3.16E-08,-1.06E-14,0.350490656,8.23E-05,2.49E-08,42.294,85,44.8,77,186.6935612,176.9602133
UC4D2610009600A5002+01AA02424+5,151.5013322,-0.133450796,0.001685434,162.4309021,-0.030235491,0.001628201,378.54297,-2.69E-14,0.365287254,9.16E-05,2.56E-08,2.64E-14,0.349220148,8.27E-05,2.34E-08,47.455,77,42.294,81,188.7851972,176.9253085
UC4D262001G000A5002+01AA01004+5,114.4017833,-0.01497454,0.001764859,159.9698951,-0.048592817,0.001758938,376.271545,-1.78E-15,0.351263633,8.37E-05,2.13E-08,-1.03E-14,0.348577433,8.32E-05,2.53E-08,42.294,86,44.8,80,192.5426003,173.4174809
UC4D2620005900A5002+01AA00119+5,97.46496694,-0.043764284,0.001747176,129.1561973,0.141967416,0.001630237,372.65449,-1.52E-14,0.367058044,9.14E-05,2.71E-08,5.00E-16,0.344998472,8.12E-05,2.52E-08,42.294,87,44.8,77,183.2094482,179.5981162
UC4D262002XA00A5002+01AA10616+5,144.2731474,-0.044822708,0.001632003,151.0178341,-0.090321754,0.001653744,382.342025,2.22E-15,0.356098764,8.68E-05,2.59E-08,-6.88E-15,0.350592648,8.84E-05,2.78E-08,42.294,85,42.294,83,186.8168714,175.7767129
UC4D2620017P00A5002+01AA08809+5,123.4028333,-0.127684387,0.001712583,167.3252921,0.027176532,0.001642129,375.407565,-2.09E-14,0.360267903,9.14E-05,3.01E-08,4.72E-16,0.34331435,8.08E-05,2.40E-08,42.294,87,44.8,78,188.490818,180.2908185
UC4D262001FM00A5002+01AA02223+5,179.0679443,0.034120384,0.001700901,109.0996655,-0.027708527,0.001634901,378.274715,9.24E-15,0.373107763,9.55E-05,2.93E-08,-3.11E-15,0.34213013,8.41E-05,2.51E-08,42.294,88,42.294,80,175.090213,185.3097039
UC4D262001FP00A5002+01AA02225+5,156.5411592,-0.0702476,0.001691909,156.1735869,-0.157052303,0.001650982,375.261055,3.36E-14,0.361358765,8.74E-05,2.41E-08,-3.30E-15,0.347225568,8.08E-05,2.37E-08,42.294,87,42.294,83,185.1162195,172.8275925
UC4D262002MF00A5002+01AA09201+5,63.47983552,-0.125832145,0.001757775,138.4196309,0.205413364,0.001620873,376.945985,-1.40E-14,0.375127961,9.44E-05,2.68E-08,-6.30E-15,0.353148294,8.45E-05,2.37E-08,44.8,80,42.294,80,182.8329555,177.2437479
UC4D262001FT00A5002+01AA02229+5,92.14332561,0.092021187,0.001730626,158.9425614,0.039211562,0.001657421,375.14204,3.94E-15,0.352528321,8.53E-05,2.50E-08,6.72E-15,0.339461485,8.28E-05,2.56E-08,42.294,89,42.294,84,189.7140301,181.2939258
UC4D262001FZ00A5002+01AA01003+5,123.6271484,-0.064543645,0.001725466,109.109179,-0.113814796,0.001708478,373.306115,1.14E-14,0.363466817,8.89E-05,2.46E-08,1.53E-14,0.35022242,8.32E-05,2.51E-08,42.294,86,42.294,83,188.2812074,177.9903241
UC4D262002WS00A5002+01AA09330+5,210.1529624,-0.148217436,0.001681792,197.1186844,0.088293159,0.001677357,379.080975,-2.32E-14,0.354749536,8.58E-05,2.43E-08,-1.57E-14,0.339200507,7.87E-05,2.15E-08,44.8,83,42.294,84,194.2356938,172.4284515
UC4D2610008Z00A5002+01AA02417+5,185.6184524,-0.066055495,0.00163777,170.9585417,-0.115724711,0.001594552,378.91997,-5.36E-15,0.367351852,9.25E-05,2.68E-08,-6.80E-15,0.350888657,8.56E-05,2.67E-08,42.294,85,39.928,86,181.4590625,171.4623127
UC4D262000Y100A5002+01AA01301+5,149.4296802,-0.051532373,0.001657277,171.1143697,0.068164117,0.00155577,384.85694,1.95E-14,0.375710367,9.55E-05,2.91E-08,1.13E-14,0.353297884,8.54E-05,2.77E-08,42.294,85,44.8,75,177.3961925,170.4597075
UC4D262002WU00A5002+01AA09332+5,96.44737955,-0.09292015,0.001732925,134.6037558,0.074587628,0.001686969,374.816325,3.94E-15,0.357076751,8.79E-05,2.62E-08,1.22E-15,0.349115818,8.69E-05,2.61E-08,42.294,86,42.294,83,186.1367888,177.7151052
UC4D262002SN00A5002+01AA09918+5,135.1909534,-0.416421776,0.001703971,228.8254844,-0.092289538,0.001582215,379.83764,-2.02E-14,0.356471486,8.70E-05,2.30E-08,3.13E-14,0.345088265,8.24E-05,2.58E-08,44.8,83,44.8,80,198.3206987,178.0051765
UC4D262002SQ00A5002+01AA09920+5,145.9911853,-0.199826865,0.001643378,189.6176763,-0.024344271,0.001605998,378.50618,2.26E-14,0.368492401,9.24E-05,2.69E-08,-1.49E-14,0.352193605,8.42E-05,2.43E-08,42.294,85,42.294,80,182.8208412,172.0890584
UC4D262002YT00A5002+01AA08303+5,114.4208714,0.016045433,0.001741775,198.0898365,0.171189979,0.001495323,382.25954,-1.27E-14,0.377560806,9.78E-05,2.81E-08,-1.90E-14,0.338819826,7.87E-05,2.24E-08,44.8,83,44.8,75,178.3258442,172.8015007
UC4D262002YV00A5002+01AA08305+5,134.7677015,0.009666676,0.001636787,182.8610562,-0.009873045,0.001638032,380.1512,-5.55E-17,0.362902026,8.81E-05,2.32E-08,1.73E-14,0.359680794,8.65E-05,2.41E-08,42.294,84,44.8,78,189.6754841,166.3117634
UC4D262002WY00A5002+01AA10604+5,186.1108153,-0.017663174,0.001586834,116.6484629,0.049942294,0.001592925,379.540265,4.22E-15,0.372474985,9.98E-05,3.04E-08,-1.96E-14,0.355117968,8.70E-05,2.86E-08,44.8,80,42.294,80,186.0308277,175.5655827
UC4D262002WZ00A5002+01AA10605+5,129.3465099,-0.014343879,0.001817901,166.8005501,0.014045482,0.001627659,385.383765,6.52E-15,0.366986602,9.07E-05,2.57E-08,3.83E-15,0.329961862,7.34E-05,1.99E-08,44.8,86,44.8,77,186.2978628,184.875323
UC4D262000Y400A5002+01AA01304+5,176.8236422,0.101322069,0.001749796,165.7908546,0.129365172,0.001624402,377.503685,-1.88E-14,0.369420707,9.37E-05,2.66E-08,1.87E-14,0.341076245,7.98E-05,2.37E-08,44.8,83,39.928,85,181.4513373,172.4794703
UC4D262002WT00A5002+01AA09331+5,134.411086,0.004682782,0.001657288,147.8826647,0.066271102,0.001679499,380.14405,1.20E-14,0.352076094,8.57E-05,2.54E-08,-1.62E-14,0.347107081,8.65E-05,2.65E-08,42.294,85,42.294,83,192.2751163,174.17221
UC4D262002WV00A5002+01AA10601+5,143.5678003,0.028827622,0.001609301,126.3603455,0.132622866,0.001672182,380.72905,-1.72E-15,0.359485946,8.66E-05,2.38E-08,-7.61E-15,0.350370496,8.26E-05,2.41E-08,44.8,81,44.8,79,181.0600755,173.3998115
UC4D262002YW00A5002+01AA08306+5,104.7165127,-0.143614177,0.001721855,185.5559383,-0.008824839,0.001620641,383.298695,-8.91E-15,0.356461081,8.47E-05,2.23E-08,-8.47E-15,0.356280374,8.47E-05,2.50E-08,42.294,84,44.8,79,188.7357769,168.1648095
UC4D262002Z100A5002+01AA08311+5,96.94676904,0.028617112,0.001806858,142.456765,0.143721326,0.001680586,382.08144,1.29E-14,0.351597973,8.48E-05,2.48E-08,9.44E-15,0.338781849,8.28E-05,2.50E-08,44.8,83,47.455,76,188.0778005,181.1350227
UC4D262000YB00A5002+01AA01311+5,122.2810044,0.000327357,0.001602966,139.3184997,-0.084097174,0.00161711,378.57586,-1.52E-14,0.371097118,9.30E-05,2.74E-08,-6.94E-16,0.349914105,8.38E-05,2.56E-08,42.294,86,42.294,81,180.4902786,173.7813989
UC4D262000Y500A5002+01AA01305+5,158.6426774,-0.045180567,0.001706248,171.6920654,0.156119541,0.001619418,383.21413,1.87E-14,0.363016449,9.05E-05,2.54E-08,-8.66E-15,0.349732718,8.45E-05,2.62E-08,44.8,81,44.8,78,192.2578144,178.3565809
UC4D262000Y700A5002+01AA01307+5,239.1444146,-0.163183984,0.001696248,162.9579371,0.084842947,0.001644673,384.96757,2.28E-15,0.36477371,8.90E-05,2.49E-08,8.19E-16,0.335517319,7.69E-05,2.13E-08,44.8,84,42.294,82,182.9442322,175.7788301
UC4D262002XR00A5002+01AA10631+5,177.922676,-0.068618598,0.001749782,125.8616565,-0.1085214,0.001676766,380.66106,-4.44E-15,0.372300918,9.41E-05,2.71E-08,-2.36E-15,0.351385471,8.36E-05,2.47E-08,44.8,81,42.294,81,178.8519583,176.7498113
UC4D262002W300A5002+01AA09307+5,166.5059904,0.097243595,0.001784878,214.5037365,0.164190257,0.001677876,377.29406,7.49E-16,0.352837477,8.49E-05,2.22E-08,1.56E-14,0.333892427,7.64E-05,2.22E-08,44.8,84,44.8,80,195.9514369,183.6705733
UC4D262002W700A5002+01AA09311+5,171.1807344,-0.067842652,0.001754427,163.7438346,0.123928393,0.001626891,380.11727,2.53E-15,0.3665079,9.20E-05,2.70E-08,-2.86E-15,0.339585399,7.95E-05,2.28E-08,44.8,84,42.294,82,192.3323954,178.0649524
UC4D262000Y600A5002+01AA01306+5,160.1614534,0.21518154,0.001694479,146.4291249,0.169139463,0.001629125,380.344705,9.38E-15,0.358240765,8.66E-05,2.34E-08,5.97E-16,0.342321069,7.99E-05,2.33E-08,42.294,88,42.294,84,187.3900407,172.0198147
UC4D262002X200A5002+01AA10608+5,89.17011391,-0.112419979,0.001712036,130.3169265,-0.095981713,0.001596695,376.603435,5.58E-15,0.369713759,9.12E-05,2.52E-08,1.54E-14,0.350709837,8.41E-05,2.42E-08,42.294,87,42.294,82,187.6623094,180.7428934
UC4D262000YC00A5002+01AA01312+5,102.0869169,0.189868339,0.001694092,169.1609075,0.174930528,0.001627006,377.31694,2.83E-15,0.354214272,8.56E-05,2.45E-08,1.34E-14,0.351851784,8.45E-05,2.40E-08,44.8,81,47.455,76,194.8820213,176.2275675
UC4D262002WX00A5002+01AA10603+5,126.6318707,0.124214816,0.001658038,195.8639294,0.154193972,0.001541442,384.44341,1.02E-14,0.370566375,9.49E-05,2.61E-08,5.44E-15,0.354021319,8.60E-05,2.64E-08,42.294,86,44.8,77,187.4374732,172.0603665
UC4D262000Y800A5002+01AA01308+5,189.460426,0.204506299,0.001651808,163.2991891,0.165161664,0.001611025,382.768945,-2.00E-15,0.370812098,9.32E-05,2.76E-08,-6.47E-15,0.353039685,8.38E-05,2.36E-08,44.8,81,44.8,77,180.1951066,175.1811998
UC4D262002W600A5002+01AA09310+5,93.24145171,-0.074219594,0.001783744,115.4879657,0.122545143,0.001672754,382.080465,-1.85E-14,0.362436456,8.77E-05,2.44E-08,-1.05E-15,0.350062575,8.39E-05,2.64E-08,42.294,86,44.8,79,187.2015019,177.8597745
UC4D262002XQ00A5002+01AA10630+5,185.786185,-0.180825615,0.001663679,168.6235415,-0.00173774,0.001559076,382.85156,-2.41E-15,0.373719322,9.18E-05,2.56E-08,1.88E-14,0.350538178,8.62E-05,2.82E-08,44.8,81,44.8,76,175.1734778,182.1510172
UC4D262002XS00A5002+01AA10632+5,199.0231669,0.024935114,0.001699389,183.7121397,-0.030134733,0.00164884,384.545655,6.02E-15,0.361290142,8.76E-05,2.42E-08,-6.95E-15,0.345714492,8.21E-05,2.39E-08,42.294,87,44.8,79,187.5600441,172.9144869
UC4D262002X300A5002+01AA10609+5,134.118342,-0.076780382,0.001673095,126.2713352,0.089394841,0.001579133,380.074565,3.47E-15,0.364886501,8.98E-05,2.57E-08,1.76E-14,0.350979215,8.23E-05,2.43E-08,42.294,86,47.455,74,181.807372,170.4201029
UC4D262000Y900A5002+01AA01309+5,127.4003394,-0.08772675,0.001743312,141.4646321,0.113010642,0.001635058,381.633525,1.43E-14,0.36528558,9.08E-05,2.39E-08,-3.41E-15,0.338945069,7.82E-05,2.25E-08,44.8,84,44.8,78,187.3445016,177.9941368
UC4D262000YA00A5002+01AA01310+5,151.2953652,0.106758485,0.001819435,122.9204475,0.096053373,0.001653331,380.006835,-1.75E-15,0.377054079,9.63E-05,2.79E-08,-1.27E-14,0.336290712,7.61E-05,2.06E-08,47.455,80,42.294,80,184.5610481,186.2465378
UC4D262002T800A5002+01AA07306+5,113.8647858,-0.266128491,0.001665303,141.0091909,-0.058087962,0.001591863,376.4878,-2.78E-15,0.370670966,9.27E-05,2.67E-08,-1.47E-15,0.347975565,8.17E-05,2.54E-08,44.8,82,44.8,77,185.3896828,177.2708801
UC4D262002ZA00A5002+01AA08320+5,121.3532977,0.070912757,0.001766149,67.99599464,0.058363986,0.001789554,378.503515,-4.50E-15,0.357309829,8.60E-05,2.30E-08,5.04E-15,0.342268072,8.10E-05,2.48E-08,42.294,87,47.455,75,188.1830079,168.730308
UC4D262002ZC00A5002+01AA08322+5,157.5943339,-0.107583709,0.001766626,145.8046704,-0.026481357,0.001667251,377.65962,-1.87E-14,0.361748979,8.70E-05,2.33E-08,-9.69E-15,0.337845925,7.77E-05,2.17E-08,44.8,84,44.8,78,180.2998037,172.0093107
UC4D262002XC00A5002+01AA10618+5,94.31665194,-0.109040151,0.001626221,185.0459103,-0.085632734,0.001653128,386.168445,-2.91E-15,0.34700103,8.39E-05,2.79E-08,-2.27E-14,0.351083846,8.59E-05,2.73E-08,44.8,81,47.455,77,187.1308272,179.2980984
UC4D262002XE00A5002+01AA10620+5,55.51131041,-0.204194716,0.001787726,150.6708567,-0.076243468,0.001632396,379.77745,-1.25E-15,0.359177785,8.67E-05,2.31E-08,-1.83E-14,0.347162376,8.19E-05,2.44E-08,42.294,87,44.8,79,194.6136933,166.0788616
UC4D262000YM00A5002+01AA01321+5,178.7704343,-0.007551058,0.001634266,99.33825047,-0.006557714,0.001645673,377.2119,1.03E-15,0.368188595,9.28E-05,2.45E-08,-8.45E-15,0.349454707,8.32E-05,2.77E-08,42.294,86,42.294,81,180.3432189,162.8756995
UC4D262000YP00A5002+01AA01323+5,113.7455647,0.057459345,0.001766298,179.9236819,0.175461648,0.001602257,378.780805,-8.60E-15,0.367475678,9.07E-05,2.53E-08,-1.58E-14,0.348426642,8.32E-05,2.45E-08,42.294,86,44.8,77,181.7834179,168.9950554
UC4D262002T200A5002+01AA09932+5,53.0957379,-0.198371185,0.001646426,167.7155026,-0.053792627,0.001619298,372.46183,-3.76E-14,0.359107089,8.69E-05,2.51E-08,-5.63E-15,0.356908192,8.66E-05,2.60E-08,44.8,80,44.8,79,175.3273831,165.2478761
UC4D262002SY00A5002+01AA09928+5,136.3803458,-0.240529747,0.001664991,97.42580154,-0.060429801,0.001567626,382.71558,8.05E-16,0.367521813,9.40E-05,2.97E-08,1.55E-14,0.347634855,8.44E-05,2.76E-08,42.294,86,42.294,81,187.6760964,169.5675966
UC4D262002T000A5002+01AA09930+5,78.61614742,-0.219274301,0.0017918,149.5685849,-0.041380189,0.001593634,381.04027,-2.66E-15,0.357421758,8.61E-05,2.38E-08,2.26E-14,0.331885612,7.61E-05,2.17E-08,44.8,85,47.455,76,195.9035448,182.1012159
UC4D262002XY00A5002+01AA04106+5,126.719264,0.059323836,0.001751173,157.7944271,-0.059658462,0.001665172,378.27127,7.22E-16,0.358372359,8.94E-05,2.88E-08,9.77E-15,0.339628741,7.83E-05,2.26E-08,44.8,83,44.8,78,185.244754,172.2827146
UC4D262002Y000A5002+01AA04108+5,204.4738167,-0.035596436,0.001654111,183.9321109,-0.049424363,0.001603116,375.736985,-4.25E-15,0.375899864,9.51E-05,2.62E-08,-1.16E-14,0.339765853,7.81E-05,2.15E-08,44.8,84,42.294,80,178.6130367,177.894319
UC4D262002ZB00A5002+01AA08321+5,143.2292522,0.035930406,0.001724435,162.3320123,0.130874079,0.001664198,387.06928,3.14E-14,0.355494711,8.68E-05,2.54E-08,1.05E-14,0.337825802,8.32E-05,2.65E-08,42.294,88,44.8,79,187.8188168,177.9718022
UC4D262002ZD00A5002+01AA08323+5,130.3449983,0.093456606,0.001698454,207.7159491,0.090521534,0.001593323,375.96364,2.01E-14,0.356684566,8.53E-05,2.29E-08,-3.48E-15,0.35292526,8.44E-05,2.69E-08,42.294,85,44.8,79,186.7160764,164.6986691
UC4D262002XD00A5002+01AA10619+5,116.4379875,-0.127503141,0.001794543,194.6622046,-0.011466894,0.001636433,380.886155,-5.44E-15,0.363039053,9.08E-05,2.76E-08,-1.70E-14,0.336673201,8.20E-05,2.53E-08,44.8,84,44.8,78,183.1751655,185.9841953
UC4D262002XJ00A5002+01AA10624+5,155.3971869,-0.098125806,0.00171055,138.0590096,-0.150021151,0.001747275,385.165755,-1.07E-14,0.356214469,8.43E-05,2.28E-08,-2.50E-15,0.346629453,8.22E-05,2.32E-08,44.8,83,44.8,80,184.5613608,178.7278871
UC4D262002ZG00A5002+01AA08326+5,139.1344075,0.146451675,0.001792668,137.9131927,0.090839508,0.001634307,382.200065,-4.72E-15,0.371370015,9.38E-05,2.45E-08,1.31E-14,0.326331786,7.32E-05,2.17E-08,44.8,85,42.294,80,183.0040044,177.4783311
UC4D262002X700A5002+01AA10613+5,117.4482919,0.00341481,0.001686345,155.469529,-0.040000747,0.001623928,382.591235,2.30E-15,0.354570482,8.77E-05,2.65E-08,-7.02E-15,0.348352825,8.81E-05,2.76E-08,42.294,86,47.455,75,191.9767158,179.9986305
UC4D262002Z900A5002+01AA08319+5,113.7810613,-0.081198828,0.001662126,133.0830128,0.007862767,0.001644923,380.185065,-1.62E-14,0.371247006,9.40E-05,2.68E-08,-1.15E-14,0.34970579,8.27E-05,2.54E-08,42.294,86,42.294,80,181.9646418,172.5007733
UC4D262002Z400A5002+01AA08314+5,89.69731088,-0.033904809,0.001765415,156.302134,0.060252157,0.001657317,379.99247,9.99E-15,0.369803411,9.16E-05,2.56E-08,1.87E-14,0.343899966,7.91E-05,2.24E-08,42.294,87,42.294,81,170.5813029,173.0487958
UC4D262002Z600A5002+01AA08316+5,118.611698,-0.020548818,0.00170747,190.8689539,0.13468258,0.001549316,375.34887,-1.89E-14,0.368007642,9.35E-05,2.80E-08,-9.52E-15,0.340469338,8.41E-05,2.56E-08,44.8,82,44.8,76,179.0953334,182.9404072
UC4D262002X500A5002+01AA10611+5,109.5701763,0.02430916,0.001702475,125.4783297,0.059241304,0.001714903,380.162575,-7.47E-15,0.359690273,8.74E-05,2.41E-08,-1.53E-14,0.347952987,8.17E-05,2.25E-08,44.8,82,44.8,79,187.5216795,173.9672936
UC4D262002Z700A5002+01AA08317+5,101.7850879,-0.020396215,0.001758637,172.3580432,0.053720918,0.001627485,378.412905,1.86E-14,0.365712202,9.13E-05,2.51E-08,-2.93E-14,0.337935281,7.84E-05,2.22E-08,44.8,83,44.8,77,188.619523,183.7635385
UC4D262002XW00A5002+01AA04104+5,139.8251873,-0.053869437,0.001867723,154.115632,-0.082465203,0.001716311,377.35633,-1.57E-14,0.354678805,8.55E-05,2.22E-08,-8.60E-16,0.329739999,7.34E-05,2.04E-08,44.8,86,44.8,79,190.7455982,177.7973092
UC4D262002YZ00A5002+01AA08309+5,92.01890611,-0.082978491,0.001830887,184.7885434,-0.039793988,0.001659542,375.20184,-4.88E-15,0.360378429,8.64E-05,2.39E-08,-1.86E-15,0.347795628,8.20E-05,2.25E-08,42.294,86,44.8,79,186.0451887,175.1594509
UC4D262002ST00A5002+01AA09923+5,86.94782923,-0.131862084,0.001802163,200.1880132,-0.040579808,0.0016724,378.842165,2.50E-16,0.361232626,8.83E-05,2.51E-08,-2.22E-14,0.351246203,8.37E-05,2.50E-08,42.294,86,44.8,79,188.043613,179.6347636
UC4D262002Z000A5002+01AA08310+5,57.85362313,-0.01674699,0.001779633,153.9922711,0.012589664,0.001656393,386.429225,-1.45E-14,0.368159903,9.18E-05,2.75E-08,7.99E-15,0.350058101,8.83E-05,2.68E-08,42.294,85,42.294,80,177.2981697,179.9790373
UC4D262002SS00A5002+01AA09922+5,133.1487304,-0.358548669,0.001715609,161.6039505,-0.098557611,0.00167023,382.37849,-1.77E-14,0.361067017,8.69E-05,2.60E-08,3.94E-15,0.349420754,8.13E-05,2.27E-08,42.294,86,42.294,82,181.9820596,174.2866923
UC4D262002SX00A5002+01AA09927+5,40.28993107,-0.347120791,0.001825804,177.047504,0.123676748,0.001640792,383.9992,-1.55E-14,0.362880078,8.83E-05,2.36E-08,6.97E-15,0.346000636,8.22E-05,2.31E-08,42.294,87,44.8,78,185.4172517,186.6341959
UC4D262002X400A5002+01AA10610+5,160.2001655,-0.090177353,0.001680836,153.4400812,0.02569685,0.001575545,380.70916,1.95E-14,0.369297549,9.24E-05,2.69E-08,-4.83E-15,0.341820826,7.92E-05,2.45E-08,44.8,83,44.8,77,186.5084013,176.7030076
UC4D262002XT00A5002+01AA04101+5,152.351621,-0.127210004,0.001753742,197.5847811,-0.002488826,0.001686299,373.99284,-1.71E-14,0.352436757,8.29E-05,2.21E-08,-4.12E-15,0.340592979,7.90E-05,2.23E-08,44.8,83,47.455,75,193.2741417,176.0269234
UC4D262002XU00A5002+01AA04102+5,195.3699609,-0.065329555,0.001579185,169.7278522,0.026842807,0.001641367,383.689995,-7.41E-15,0.361265073,9.14E-05,3.11E-08,-1.68E-14,0.356309705,8.47E-05,2.62E-08,42.294,85,42.294,82,185.6553255,158.3064778
UC4D262002XV00A5002+01AA04103+5,143.855662,0.022312647,0.001709286,167.0951101,0.002642989,0.001559762,383.8744,1.97E-14,0.366546252,9.19E-05,2.67E-08,-7.99E-15,0.337161979,8.09E-05,2.31E-08,44.8,84,42.294,81,183.4274335,181.5169602
UC4D2620017Y00A5002+01AA08818+5,82.90138434,-0.028745988,0.00174576,149.3030751,0.006471362,0.001606001,378.13815,8.41E-15,0.363967299,9.24E-05,2.50E-08,-2.11E-14,0.343815107,8.17E-05,2.50E-08,42.294,87,42.294,82,191.8665092,170.8254573
UC4D2620018000A5002+01AA08820+5,135.172135,0.014245081,0.001696659,124.1655803,-0.02141098,0.001682589,376.682735,-8.08E-15,0.365701363,9.13E-05,2.61E-08,-6.55E-15,0.356934438,8.71E-05,2.51E-08,44.8,80,44.8,78,188.8203055,167.2166272
UC4D262001UE00A5002+01AA03910+5,107.4999084,0.102761246,0.001715605,149.9139166,0.167029822,0.001650679,376.459135,-1.62E-14,0.357894774,8.89E-05,2.84E-08,6.63E-15,0.350189407,8.71E-05,2.56E-08,42.294,87,44.8,78,182.3834158,184.7859707
UC4D262001UG00A5002+01AA03912+5,66.64629963,0.175442985,0.001711649,109.346667,0.214792062,0.001713864,372.875555,2.10E-14,0.357049212,8.61E-05,2.30E-08,-1.11E-14,0.361605485,8.71E-05,2.42E-08,39.928,89,44.8,79,190.5380202,169.5864953
UC4D262001ME00A5002+01AA03028+5,76.59645334,-0.051902106,0.001733562,107.344051,-0.027332264,0.001722513,381.802785,-1.07E-14,0.356918786,8.45E-05,2.31E-08,-1.22E-14,0.359134116,8.68E-05,2.56E-08,42.294,85,44.8,80,179.4221465,173.1368716
UC4D2620028T00A5002+01AA06419+5,111.336994,-0.156575357,0.00166255,106.6376284,-0.185685616,0.00166305,373.884485,2.16E-14,0.369616497,9.40E-05,2.90E-08,-1.68E-14,0.357804947,9.36E-05,3.03E-08,39.928,89,42.294,81,181.186726,178.3548249
UC4D262001MJ00A5002+01AA03032+5,164.3540454,-0.030143595,0.001669751,190.82108,0.017848194,0.001677314,376.94631,7.22E-16,0.350585365,8.38E-05,2.32E-08,-8.05E-16,0.351888073,8.96E-05,2.80E-08,42.294,85,44.8,80,187.9911654,178.5335803
UC4D2620022Z00A5002+01AA06013+5,199.4065725,-0.120803972,0.001673526,142.4361448,-0.030745423,0.001580407,374.436595,1.15E-14,0.373359282,9.38E-05,2.73E-08,1.50E-15,0.342377567,7.96E-05,2.40E-08,44.8,83,44.8,76,186.0056742,176.1428437
UC4D262001E200A5002+01AA09202+5,95.72210333,-0.019446137,0.001688754,153.177669,0.024708017,0.00163443,372.764795,-1.41E-14,0.354326334,8.52E-05,2.38E-08,-8.05E-15,0.349740091,8.26E-05,2.41E-08,42.294,85,44.8,79,188.130607,175.1020089
UC4D262001E300A5002+01AA09203+5,98.04048636,-0.008083369,0.001683069,129.0594325,0.058667958,0.001664239,370.53562,-2.46E-14,0.355552741,8.59E-05,2.40E-08,-7.55E-15,0.352315424,8.48E-05,2.48E-08,42.294,85,42.294,84,192.3299562,177.6479803
UC4D2620017X00A5002+01AA08817+5,148.6216074,-0.027990307,0.001621196,151.9293329,-0.07999546,0.001603186,371.43886,-1.46E-14,0.362969044,8.88E-05,2.50E-08,-1.63E-14,0.358402479,8.79E-05,2.56E-08,42.294,85,44.8,79,189.0914454,172.2884987
UC4D2620017Z00A5002+01AA08819+5,91.61950898,0.053261965,0.001724917,96.11187786,0.049046528,0.001713852,373.275565,-2.93E-14,0.358726741,8.82E-05,2.53E-08,1.18E-14,0.353663114,9.01E-05,2.73E-08,42.294,85,44.8,79,188.873322,179.7190475
UC4D262001MD00A5002+01AA03027+5,147.8122584,-0.184155224,0.00173368,176.7708914,-0.143605004,0.001583789,383.026735,-1.16E-14,0.378769392,9.61E-05,2.81E-08,1.24E-14,0.342712415,8.00E-05,2.35E-08,42.294,88,39.928,84,180.6212475,177.6712601
UC4D262001UF00A5002+01AA03911+5,146.9666423,-0.025814543,0.001697691,164.5263915,0.0786555,0.001653242,373.487075,-2.02E-14,0.355850842,8.92E-05,3.05E-08,-1.13E-14,0.343668782,8.19E-05,2.54E-08,42.294,87,39.928,88,194.5023648,171.8302394
UC4D262001MF00A5002+01AA03029+5,137.4728234,-0.036501302,0.001725173,104.801531,-0.081708844,0.001779559,380.948035,4.22E-15,0.355459349,8.57E-05,2.68E-08,-7.94E-15,0.349874697,8.36E-05,2.55E-08,42.294,86,42.294,84,182.7997687,179.1346785
