ActuatorSN,AF_single_vcm_S1_AF_c0,AF_single_vcm_S1_AF_c1,AF_single_vcm_S1_AF_c2,AF_single_vcm_S2_AF_c0,AF_single_vcm_S2_AF_c1,AF_single_vcm_S2_AF_c2,aps_strokeMax_um,OISX_pos_polynomial_cubic_offsetcorrected_C0,OISX_pos_polynomial_cubic_offsetcorrected_C1,OISX_pos_polynomial_cubic_offsetcorrected_C2,OISX_pos_polynomial_cubic_offsetcorrected_C3,OISY_pos_polynomial_cubic_offsetcorrected_C0,OISY_pos_polynomial_cubic_offsetcorrected_C1,OISY_pos_polynomial_cubic_offsetcorrected_C2,OISY_pos_polynomial_cubic_offsetcorrected_C3,sph_S1_gain,sph_S1_OOVreg,sph_S2_gain,sph_S2_OOVreg,sph_strokecenter_x_sensor_offset_lsb,sph_strokecenter_y_sensor_offset_lsb
UC4D263000LC00A5002+01AA07620+5,174.6785004,-0.141052451,0.001665602,96.7925154,-0.134008548,0.001757798,374.448165,-8.80E-15,0.355347198,8.69E-05,2.46E-08,5.44E-15,0.347779732,8.81E-05,2.77E-08,42.294,86,44.8,79,187.0451949,190.3668199
UC4D262002GH00A5002+01AA04825+5,53.70338218,0.006085813,0.001664623,170.6913035,0.045324042,0.001722995,368.17443,1.92E-14,0.343490318,8.13E-05,2.47E-08,1.39E-14,0.357457951,9.40E-05,3.07E-08,42.294,84,47.455,76,184.4821296,189.7351281
UC4D262002GK00A5002+01AA04827+5,141.6516573,0.007373998,0.001748124,151.1736575,0.042740971,0.001653123,373.291945,1.58E-15,0.355677581,8.49E-05,2.28E-08,-5.72E-15,0.344665618,7.99E-05,2.17E-08,44.8,82,44.8,79,188.8241462,182.3333602
UC4D263000LZ00A5002+01AA03509+5,191.3706291,-0.349760829,0.001562752,146.5565469,-0.288353456,0.001727608,369.92683,-8.97E-15,0.359642642,8.78E-05,2.44E-08,-1.40E-14,0.364924337,9.19E-05,2.62E-08,44.8,79,44.8,78,181.7201112,197.3575722
UC4D262000ME00A5002+01AA04824+5,200.2328099,-0.092527238,0.001648944,116.2973483,-0.202251644,0.001758312,375.23863,-2.07E-14,0.356421654,8.61E-05,2.33E-08,7.83E-15,0.342914544,7.95E-05,2.18E-08,42.294,88,44.8,79,191.0823015,189.2119501
UC4D262002DN00A5002+01AA07124+5,143.744128,-0.248103591,0.001684759,198.4387106,-0.031518782,0.001631321,378.884675,-2.43E-14,0.359683948,8.66E-05,2.40E-08,-6.80E-15,0.349095449,8.35E-05,2.52E-08,47.455,77,44.8,79,185.9080881,188.8885607
UC4D263000L600A5002+01AA07614+5,141.0233046,-0.142838984,0.001676017,172.2845285,-0.09721077,0.001642171,376.92577,-8.41E-15,0.361969283,8.58E-05,2.12E-08,2.70E-14,0.362092703,8.83E-05,2.54E-08,42.294,83,44.8,79,177.2524552,180.9264527
UC4D263000LL00A5002+01AA07628+5,91.17548477,-0.144563655,0.001676644,118.5888798,-0.095677305,0.001719304,380.45982,-1.84E-14,0.362274863,8.85E-05,2.38E-08,2.44E-15,0.365222271,9.16E-05,2.70E-08,42.294,82,44.8,78,183.2926911,175.6140709
UC4D263000LN00A5002+01AA07630+5,120.8254853,-0.111406393,0.001714555,180.3782443,-0.004755396,0.001627104,374.682425,9.99E-16,0.364084203,8.63E-05,2.31E-08,-1.07E-14,0.363526834,8.65E-05,2.32E-08,42.294,83,42.294,82,182.0730286,172.6474712
UC4D262002GM00A5002+01AA04829+5,157.8773699,-0.050061958,0.001611719,145.7064014,-0.032492817,0.001706857,375.53295,8.08E-15,0.356645144,8.85E-05,2.71E-08,1.12E-14,0.368495826,9.82E-05,3.31E-08,42.294,82,44.8,78,184.2315082,183.8605114
UC4D263001AM00A5002+01AA01113+5,157.9343425,-0.167461856,0.001721622,156.3604061,-0.043851081,0.001733528,381.78296,-7.91E-15,0.353517843,8.35E-05,2.18E-08,-9.49E-15,0.355034167,8.54E-05,2.50E-08,42.294,85,44.8,80,179.506703,178.1561026
UC4D263001CL00A5002+01AA02116+5,130.2056067,0.031826219,0.001662673,172.2693019,0.064739906,0.001623834,377.48451,1.14E-15,0.365753008,9.26E-05,2.86E-08,8.74E-15,0.359135531,9.11E-05,2.73E-08,39.928,89,44.8,77,181.8549595,183.4971603
UC4D263001VQ00A5002+01AA02422+5,136.2869391,-0.125719898,0.0017391,163.3794265,-0.057001536,0.001734934,377.880425,-1.53E-14,0.351822493,8.27E-05,2.16E-08,1.21E-14,0.353391177,8.39E-05,2.29E-08,42.294,86,47.455,77,181.1265224,185.9860685
UC4D263001VV00A5002+01AA02427+5,158.5086312,-0.136013998,0.001690841,158.9746084,-0.076227143,0.001671914,380.8064,-1.94E-15,0.368958739,8.87E-05,2.27E-08,8.74E-15,0.350230178,8.29E-05,2.35E-08,44.8,82,42.294,82,177.6335209,180.3887384
UC4D263001FG00A5002+01AA10218+5,151.5228216,-0.107113969,0.001660137,89.90388631,-0.158750631,0.001730779,377.15639,-1.94E-15,0.366555496,9.03E-05,2.61E-08,1.69E-15,0.362143837,8.81E-05,2.49E-08,39.928,89,42.294,82,173.4267809,178.4253463
UC4D263001KV00A5002+01AA08007+5,136.9765987,-0.090209502,0.001738388,46.95479233,0.107080557,0.001760189,380.908385,-1.31E-14,0.373617567,9.46E-05,2.68E-08,-8.72E-15,0.3488615,8.30E-05,2.41E-08,44.8,81,42.294,80,181.8438965,179.4215264
UC4D263001NP00A5002+01AA04907+5,215.7018979,-0.139651031,0.001633263,212.1268213,-0.16193714,0.001577758,385.33001,5.52E-15,0.369831576,9.33E-05,2.69E-08,9.44E-16,0.348836556,8.31E-05,2.36E-08,42.294,87,42.294,81,177.8048426,191.7001321
UC4D263001FH00A5002+01AA10219+5,172.9240023,-0.224145879,0.001655648,117.6066547,-0.064739882,0.001750826,376.789855,2.22E-15,0.354499223,8.44E-05,2.46E-08,4.19E-15,0.345448478,8.06E-05,2.50E-08,42.294,87,44.8,79,189.8181036,192.9758133
UC4D263001VS00A5002+01AA02424+5,186.1767714,-0.176088126,0.001598846,153.5853078,-0.177906044,0.001709147,375.932375,-5.75E-15,0.357169962,8.62E-05,2.40E-08,-1.33E-14,0.361321776,8.81E-05,2.58E-08,42.294,84,44.8,79,181.0045447,190.8657859
UC4D263001VL00A5002+01AA02418+5,121.3522483,-0.072823963,0.001563126,99.50755209,-0.089267945,0.001648111,376.527125,1.43E-14,0.363242018,9.08E-05,2.66E-08,-1.97E-14,0.374759903,0.000101368,3.27E-08,39.928,86,42.294,82,173.5119278,185.9877723
UC4D263001VR00A5002+01AA02423+5,135.9235321,-0.066937584,0.001802626,88.34860002,-0.119601322,0.001716862,382.91344,-1.44E-15,0.363722568,8.88E-05,2.44E-08,-1.98E-14,0.342248551,7.91E-05,2.24E-08,44.8,83,44.8,78,185.5357519,184.6645606
UC4D263001AR00A5002+01AA01117+5,89.75493756,-0.163433138,0.001745131,162.2224511,-0.014391882,0.001603377,381.00348,9.24E-15,0.372831592,9.40E-05,2.71E-08,1.30E-15,0.349667582,8.33E-05,2.33E-08,42.294,86,42.294,80,181.6185062,181.2914985
UC4D263001CK00A5002+01AA02115+5,145.7534549,0.073753764,0.001779661,150.3280273,0.145549791,0.001671515,380.429725,-1.19E-14,0.367168902,8.93E-05,2.55E-08,2.59E-14,0.344813838,7.70E-05,1.99E-08,42.294,88,42.294,81,176.7828998,175.8202826
UC4D263001CM00A5002+01AA02117+5,210.5055881,-0.078924874,0.001568776,145.6405589,-0.074331053,0.001675015,378.95351,-1.44E-15,0.363018249,8.90E-05,2.46E-08,-8.74E-15,0.367113549,9.25E-05,2.75E-08,39.928,88,44.8,78,184.0409022,181.5316777
UC4D263001FM00A5002+01AA10223+5,153.1581098,-0.127117713,0.001714981,178.9009675,-0.025386625,0.00161472,375.532235,-1.42E-15,0.367223571,9.20E-05,2.68E-08,2.44E-15,0.354058912,8.57E-05,2.44E-08,42.294,86,42.294,82,177.6244633,187.2756684
UC4D263001KW00A5002+01AA08008+5,133.0012672,-0.011349976,0.00167007,196.3352523,0.048750344,0.001580659,384.13492,2.63E-14,0.366019325,9.21E-05,2.76E-08,1.36E-15,0.353314027,8.77E-05,2.56E-08,42.294,86,44.8,77,183.6663669,191.4786169
UC4D263001FJ00A5002+01AA10220+5,158.5115245,-0.023706033,0.001642674,191.2804981,0.019626158,0.00160558,375.85301,2.46E-14,0.36227923,9.13E-05,2.84E-08,1.28E-15,0.361028572,9.39E-05,2.95E-08,39.928,89,44.8,78,181.9890003,182.8167198
UC4D263001VT00A5002+01AA02425+5,120.3656489,-0.079026297,0.001688021,99.78094685,-0.204463797,0.001695591,374.348715,-9.52E-15,0.360210673,8.78E-05,2.48E-08,2.94E-15,0.357730196,8.55E-05,2.51E-08,42.294,86,44.8,79,176.7171844,193.8353709
UC4D263001AL00A5002+01AA01112+5,154.6634068,-0.088536975,0.001704751,136.1259619,0.006013008,0.001723991,381.04313,-3.64E-15,0.358290209,8.67E-05,2.40E-08,-1.97E-15,0.346887209,8.14E-05,2.27E-08,42.294,87,42.294,84,180.5250173,179.0706374
UC4D263001VH00A5002+01AA02415+5,132.7260232,-0.023416105,0.001625605,94.01486951,-0.152960784,0.001690726,375.77293,4.61E-15,0.36841972,9.39E-05,2.71E-08,5.47E-15,0.362425178,9.18E-05,2.77E-08,42.294,83,42.294,81,179.3269968,179.206661
UC4D263001WW00A5002+01AA02230+5,169.2633011,-0.054552855,0.001669828,205.1464198,-0.138235247,0.001591147,382.160415,-8.10E-15,0.37146728,9.13E-05,2.38E-08,-3.94E-15,0.344488735,7.94E-05,2.16E-08,44.8,83,44.8,76,180.9943379,185.8537028
UC4D263001WY00A5002+01AA02232+5,209.3032348,-0.16637321,0.001591706,176.4092888,-0.264461672,0.001600559,377.880425,-4.11E-15,0.371402544,9.34E-05,2.65E-08,-5.63E-15,0.354152959,8.58E-05,2.44E-08,42.294,86,42.294,81,181.8231197,195.0675519
UC4D263001CN00A5002+01AA02118+5,151.370161,0.011176892,0.001649049,143.9363621,-0.058960003,0.001726449,379.227485,9.74E-15,0.356142368,8.48E-05,2.37E-08,5.25E-15,0.360153031,8.78E-05,2.48E-08,39.928,89,44.8,80,183.8494984,179.4089823
UC4D263001CQ00A5002+01AA02120+5,114.9942279,0.00052611,0.001703183,150.5481728,-0.067826275,0.001738949,380.85736,-1.14E-14,0.350824007,8.19E-05,2.23E-08,8.19E-15,0.359245708,8.53E-05,2.44E-08,39.928,89,44.8,80,179.2962875,179.1641173
UC4D263001FN00A5002+01AA10224+5,151.3858103,0.050229787,0.001675709,98.6908174,-0.066974657,0.001682591,381.478175,-2.33E-15,0.363240936,9.12E-05,2.75E-08,-1.94E-14,0.358314229,9.13E-05,2.69E-08,42.294,85,44.8,77,175.7414589,190.4618033
UC4D263001KX00A5002+01AA08009+5,174.5264574,-0.17865373,0.001720552,175.915811,0.058479377,0.001652354,381.708535,7.27E-15,0.369733315,9.14E-05,2.50E-08,-1.48E-14,0.34626923,8.17E-05,2.21E-08,42.294,87,42.294,81,175.5018064,193.4702714
UC4D263001AK00A5002+01AA01111+5,130.3242576,0.046524525,0.001732756,209.5798572,0.018536593,0.001597191,364.990795,-1.13E-14,0.35652849,8.51E-05,2.33E-08,2.69E-15,0.352412763,8.38E-05,2.47E-08,42.294,86,42.294,84,184.2644989,177.617071
UC4D263001VJ00A5002+01AA02416+5,144.4095748,-0.0201257,0.001709629,143.6695671,0.025496451,0.001603916,378.20393,0,0.370747773,9.52E-05,3.05E-08,3.47E-15,0.348405378,8.79E-05,2.74E-08,42.294,86,42.294,80,174.2649842,186.5758528
UC4D2630016M00A5002+01AA03405+5,182.8382247,-0.036510008,0.001650671,130.9412164,-0.016118637,0.001619332,380.06995,3.44E-15,0.370618903,9.63E-05,2.99E-08,-2.19E-14,0.352000706,8.18E-05,2.06E-08,44.8,82,44.8,76,183.7053001,180.5249509
UC4D263001KT00A5002+01AA08005+5,168.6620652,-0.027279971,0.001682679,140.6941517,-0.011121219,0.001674856,381.923685,-2.22E-16,0.366179239,9.14E-05,2.63E-08,2.08E-15,0.355518176,8.58E-05,2.35E-08,44.8,81,42.294,82,181.6106538,183.2278944
UC4D263001NN00A5002+01AA04906+5,138.6415004,-0.105417837,0.001686421,131.7658799,-0.007259957,0.001631702,378.463865,9.76E-15,0.376005549,9.15E-05,2.37E-08,1.55E-14,0.354186535,8.48E-05,2.25E-08,44.8,81,42.294,80,170.1859431,193.2388865
UC4D263001NQ00A5002+01AA04908+5,193.0725172,-0.237703757,0.001637442,158.3371503,-0.142556301,0.0017669,380.99217,6.02E-15,0.353622781,8.38E-05,2.20E-08,2.32E-14,0.354800404,8.86E-05,2.73E-08,42.294,85,44.8,80,184.9047448,186.9900503
UC4D263001X000A5002+01AA04602+5,163.3646613,-0.212928485,0.001606987,155.3397998,-0.230304835,0.001642112,375.810565,-1.22E-14,0.364631432,9.21E-05,2.79E-08,-2.05E-14,0.35716867,9.21E-05,2.88E-08,39.928,89,42.294,81,185.6884311,184.125012
UC4D263001X100A5002+01AA04603+5,139.4352319,-0.37980719,0.001657486,171.8630173,-0.155870771,0.001674274,381.695145,1.20E-14,0.364737949,8.88E-05,2.51E-08,1.39E-15,0.355452664,8.59E-05,2.69E-08,39.928,90,42.294,82,183.6744646,184.1675913
UC4D263001KY00A5002+01AA08010+5,185.0704019,-0.10412807,0.001656299,107.2476832,-0.062917428,0.001713099,383.975865,-8.83E-15,0.370950597,9.26E-05,2.55E-08,1.97E-15,0.346179922,8.36E-05,2.56E-08,44.8,82,42.294,81,176.1547807,189.6661255
UC4D263001F500A5002+01AA10207+5,12.47753155,0.102641905,0.001851324,118.3508203,0.075662348,0.001699791,376.657385,-9.96E-15,0.356533376,8.84E-05,2.66E-08,1.98E-14,0.358275812,9.07E-05,2.76E-08,42.294,84,42.294,83,189.3505594,172.0207762
UC4D263001F800A5002+01AA10210+5,133.6868109,-0.078895916,0.001755825,123.6582453,-0.021644118,0.001654927,384.7805,2.22E-15,0.367850445,9.09E-05,2.53E-08,-2.75E-14,0.338531171,7.84E-05,2.23E-08,42.294,89,42.294,82,185.1800766,180.7696248
UC4D263001VB00A5002+01AA02409+5,100.6045206,0.036953035,0.001689437,144.017923,0.019437621,0.001667196,381.494685,2.41E-15,0.362543296,9.24E-05,2.93E-08,1.58E-14,0.355272467,8.80E-05,2.73E-08,42.294,84,42.294,82,176.1832413,176.2329631
UC4D263001VF00A5002+01AA02413+5,164.2714957,0.017489192,0.001672205,160.0004673,0.033654992,0.001667314,376.87806,3.05E-14,0.36195836,8.87E-05,2.49E-08,-2.22E-15,0.344980227,8.08E-05,2.27E-08,42.294,88,44.8,78,184.505408,187.7383247
UC4D2630016H00A5002+01AA03401+5,169.4369641,0.081348996,0.001644819,109.4331028,-0.042214961,0.001715164,376.713805,-1.67E-16,0.359684416,8.76E-05,2.52E-08,2.97E-15,0.355854157,8.49E-05,2.32E-08,44.8,81,44.8,79,185.8130261,170.3917782
UC4D263001CE00A5002+01AA02110+5,180.1433067,-0.059850814,0.001619516,72.24854269,-0.010985153,0.001757777,377.753545,4.05E-15,0.356671918,8.72E-05,2.57E-08,5.52E-15,0.360327227,9.31E-05,3.00E-08,42.294,84,42.294,83,174.6819215,179.1814637
UC4D263001NL00A5002+01AA04904+5,145.4306405,-0.092697519,0.001718566,158.2196591,-0.072764754,0.00166286,374.552165,-9.16E-15,0.355926383,8.79E-05,2.89E-08,3.61E-15,0.340916456,8.02E-05,2.51E-08,42.294,88,42.294,84,185.0591106,185.798007
UC4D263001WT00A5002+01AA02227+5,140.3780913,-0.222711015,0.001698101,174.5195921,-0.176582721,0.00168329,378.114035,-2.44E-15,0.359568452,8.67E-05,2.33E-08,3.30E-15,0.353231388,8.41E-05,2.37E-08,47.455,77,44.8,79,187.9390367,186.5379259
UC4D263001FB00A5002+01AA10213+5,140.3237679,-0.104403635,0.001671828,150.3166251,0.126073475,0.001688153,383.29343,-2.76E-14,0.360223726,9.13E-05,2.50E-08,9.71E-17,0.35538392,8.62E-05,2.58E-08,39.928,90,42.294,83,189.9592446,168.7816926
UC4D263001VD00A5002+01AA02411+5,136.5229675,-0.079588822,0.001717316,142.9700888,-0.002536001,0.001677313,378.797835,-6.94E-16,0.360759074,8.80E-05,2.45E-08,1.14E-14,0.350007301,8.25E-05,2.27E-08,42.294,86,47.455,74,182.0112848,182.538074
UC4D263001F900A5002+01AA10211+5,68.10580674,0.010226036,0.001761594,106.2822867,0.035499652,0.001642966,376.43684,-1.42E-14,0.373264502,9.28E-05,2.58E-08,3.05E-15,0.351803447,8.42E-05,2.45E-08,42.294,86,39.928,86,178.4017645,173.2556762
UC4D263001VG00A5002+01AA02414+5,169.0907132,-0.140347603,0.00169735,232.11375,-0.009642012,0.001532924,379.795715,1.84E-14,0.369811157,9.52E-05,3.05E-08,7.74E-15,0.346789813,8.70E-05,2.70E-08,42.294,87,39.928,85,169.6730916,185.536089
UC4D2630016G00A5002+01AA08432+5,188.436731,0.070052343,0.001625645,146.8384252,0.087318928,0.001709494,378.69104,-6.94E-16,0.354619334,8.69E-05,2.53E-08,2.89E-14,0.361229511,9.33E-05,2.84E-08,42.294,84,44.8,79,188.1696789,183.2171689
UC4D263001CG00A5002+01AA02112+5,200.5180092,-0.054374862,0.001680291,139.7848815,-0.02704517,0.001748177,376.686115,1.32E-14,0.353000767,8.35E-05,2.24E-08,1.53E-14,0.346569633,8.29E-05,2.53E-08,42.294,87,44.8,81,188.306616,187.7217372
UC4D263001NM00A5002+01AA04905+5,160.6318875,0.007023252,0.001671633,185.7996454,-0.024923661,0.001632736,384.559825,4.14E-15,0.365106289,9.00E-05,2.65E-08,1.53E-15,0.358203024,8.48E-05,2.27E-08,44.8,80,39.928,87,178.9788623,168.8417388
UC4D263001FC00A5002+01AA10214+5,183.512634,0.103134437,0.001579146,125.6528214,0.102805662,0.001724726,376.90354,-2.26E-14,0.356578516,8.46E-05,2.36E-08,-7.55E-15,0.365111528,9.04E-05,2.66E-08,39.928,89,44.8,81,189.261862,169.4062071
UC4D263001WS00A5002+01AA02226+5,191.0292329,-0.10111407,0.001623851,171.7562252,-0.165511466,0.001651047,377.24024,-7.36E-15,0.36551397,8.90E-05,2.41E-08,-3.04E-14,0.354528643,8.57E-05,2.51E-08,42.294,86,44.8,78,187.4025765,187.0185717
UC4D263001V800A5002+01AA02406+5,156.1240134,-0.226517018,0.001647074,187.0339403,-0.146115407,0.001608376,375.48199,-1.17E-15,0.374503547,9.46E-05,2.72E-08,4.72E-15,0.356860486,8.65E-05,2.63E-08,39.928,89,39.928,85,178.3586736,177.6792505
UC4D263001VP00A5002+01AA02421+5,139.9656197,-0.00925411,0.001694112,153.0769208,-0.083246995,0.001710239,377.9178,-8.05E-15,0.354762113,8.67E-05,2.53E-08,6.61E-15,0.349943276,8.91E-05,2.73E-08,42.294,86,44.8,79,175.3946206,200.2002456
UC4D263001F200A5002+01AA10204+5,149.6905934,-0.156709797,0.00172789,163.2931206,-0.014860358,0.00163857,376.22117,-1.46E-14,0.365636985,8.99E-05,2.49E-08,1.57E-14,0.346305923,8.10E-05,2.17E-08,42.294,88,42.294,82,175.1213009,186.2115143
UC4D263001F700A5002+01AA10209+5,135.1020845,-0.002222364,0.001714981,91.62645722,-0.029864972,0.001709172,379.08988,-2.30E-15,0.355544214,8.74E-05,2.44E-08,6.55E-15,0.340897875,7.90E-05,2.17E-08,42.294,89,42.294,84,182.3973692,183.1331956
UC4D263001NE00A5002+01AA06130+5,126.36048,-0.175373659,0.001715479,193.5448458,0.015567461,0.00160774,379.553265,-6.25E-15,0.375531541,9.61E-05,2.82E-08,-1.44E-14,0.353458004,8.37E-05,2.45E-08,42.294,86,44.8,75,180.6315455,187.3021128
UC4D263001NK00A5002+01AA04903+5,130.1300889,-0.128922552,0.001753761,150.397408,-0.111876633,0.001613499,384.17743,-2.30E-14,0.370335464,9.37E-05,2.83E-08,2.19E-15,0.343244307,8.43E-05,2.56E-08,42.294,87,42.294,80,179.4139666,184.3622852
UC4D2630016J00A5002+01AA03402+5,192.0815357,0.14540265,0.001694295,81.3533294,0.019405193,0.001705712,369.66137,-2.55E-15,0.36846067,9.33E-05,2.79E-08,7.22E-16,0.353909248,8.71E-05,2.33E-08,42.294,86,44.8,76,178.4598059,189.0420808
UC4D263001CJ00A5002+01AA02114+5,152.1597291,-0.070796034,0.001717545,128.2806265,-0.021209011,0.001660556,376.745005,7.55E-15,0.375749201,9.56E-05,2.77E-08,-7.77E-16,0.348452063,8.24E-05,2.33E-08,42.294,87,42.294,81,181.278745,185.6787431
UC4D263001FE00A5002+01AA10216+5,126.1574423,0.097407901,0.001670229,179.8605992,-0.074173402,0.001608493,376.221495,6.44E-15,0.364162575,9.06E-05,2.57E-08,-7.55E-15,0.361685207,8.51E-05,2.21E-08,42.294,85,42.294,82,176.5287287,183.1766718
UC4D263001V900A5002+01AA02407+5,143.8132643,-0.086766758,0.00169506,160.8431043,0.013277727,0.00169825,379.21689,2.25E-15,0.359028723,8.86E-05,2.50E-08,-1.82E-14,0.359885947,8.81E-05,2.57E-08,42.294,84,42.294,83,185.4646393,181.2018399
UC4D263001WZ00A5002+01AA04601+5,147.6165925,-0.273911501,0.001736983,140.2304926,-0.278948849,0.001635955,366.796625,-1.64E-14,0.381121913,9.66E-05,2.60E-08,4.00E-15,0.354255103,8.59E-05,2.53E-08,42.294,86,39.928,84,178.5795297,189.7948874
UC4D263001F300A5002+01AA10205+5,81.53415294,-0.133119375,0.001747257,124.5907389,0.030965277,0.001684788,379.09144,1.47E-15,0.366945527,9.17E-05,2.60E-08,9.85E-15,0.351016313,8.31E-05,2.37E-08,42.294,87,42.294,82,189.7419285,180.3755759
UC4D263001F600A5002+01AA10208+5,124.402249,-0.163679449,0.001690412,119.7294725,0.094980591,0.001690631,377.84136,4.91E-15,0.3518715,8.61E-05,2.61E-08,2.16E-15,0.346383427,8.53E-05,2.47E-08,44.8,83,47.455,75,185.1914315,186.6971758
UC4D263001NF00A5002+01AA06131+5,144.2790054,-0.147911456,0.001699435,141.9872763,-0.05374193,0.001623496,385.78865,-1.68E-14,0.375177299,9.53E-05,2.68E-08,-4.16E-15,0.35192732,8.44E-05,2.38E-08,42.294,86,44.8,76,187.1604911,185.0719708
UC4D263001NJ00A5002+01AA04902+5,131.5963289,-0.097682483,0.001717723,135.212397,0.031796209,0.001629072,378.94259,1.51E-14,0.375787099,9.22E-05,2.33E-08,1.08E-14,0.34892584,8.44E-05,2.61E-08,47.455,77,39.928,84,181.4743847,184.9571318
UC4D2630016K00A5002+01AA03403+5,153.9880944,-0.14515795,0.0017435,152.575778,-0.100115028,0.001659704,375.892725,-1.20E-14,0.363643834,8.91E-05,2.53E-08,-1.15E-14,0.346173928,8.17E-05,2.25E-08,42.294,88,44.8,79,183.232088,179.4674083
UC4D263001CH00A5002+01AA02113+5,183.0198243,-0.034350801,0.001609116,100.7425242,-0.085750418,0.001661494,379.51758,3.72E-15,0.373497736,9.13E-05,2.44E-08,4.25E-15,0.362999913,8.64E-05,2.23E-08,42.294,84,42.294,80,178.2645539,173.0774163
UC4D263001FD00A5002+01AA10215+5,152.3835667,-0.009229235,0.001716446,110.9473784,-0.016772978,0.001746954,378.29454,-1.04E-14,0.354931129,8.65E-05,2.54E-08,6.25E-15,0.351247247,8.84E-05,2.73E-08,42.294,86,42.294,83,182.1524538,185.597622
UC4D263001WV00A5002+01AA02229+5,146.2102832,-0.177991945,0.001622633,172.6028208,-0.258643765,0.001679367,380.04057,1.16E-14,0.35800848,8.64E-05,2.37E-08,3.05E-15,0.363523759,9.00E-05,2.86E-08,42.294,84,44.8,79,190.223799,182.6764186
UC4D263001EV00A5002+01AA05929+5,141.7393479,0.111242972,0.00164163,130.1685664,0.015762477,0.00165892,375.37357,2.03E-15,0.369392304,9.56E-05,3.22E-08,-2.26E-14,0.355666092,8.85E-05,2.83E-08,42.294,84,42.294,81,179.6758093,176.4328348
UC4D263001EW00A5002+01AA05930+5,145.6903711,0.059361207,0.001742566,125.1177858,0.045547173,0.00167505,376.614745,-4.94E-15,0.373504265,9.51E-05,2.76E-08,4.52E-15,0.347700686,8.18E-05,2.22E-08,44.8,82,42.294,80,178.9274531,178.5379189
UC4D263001V000A5002+01AA10630+5,119.4536997,-0.201924358,0.001612641,165.9081801,-0.164922284,0.001570407,376.11379,2.77E-14,0.371974813,9.27E-05,2.62E-08,1.05E-14,0.356796048,8.61E-05,2.47E-08,42.294,85,42.294,81,181.8226496,181.0993551
UC4D263001C600A5002+01AA02102+5,173.9499626,-0.027950388,0.001668004,161.1977465,-0.043218169,0.001654143,371.80455,8.16E-15,0.357621858,8.72E-05,2.59E-08,3.52E-15,0.347913005,8.26E-05,2.67E-08,39.928,91,42.294,83,179.2477535,169.6318347
UC4D263001N600A5002+01AA06122+5,142.47925,-0.127110179,0.001769792,126.9783213,0.009878775,0.001666121,390.655915,-1.64E-14,0.374316516,9.47E-05,2.69E-08,5.13E-15,0.344902752,8.08E-05,2.19E-08,44.8,83,44.8,76,182.8548673,189.9290105
UC4D2630016C00A5002+01AA08428+5,172.4715159,0.015187544,0.001766467,139.407834,0.004416965,0.001675649,378.83495,-3.21E-14,0.358452157,8.36E-05,2.06E-08,-1.05E-14,0.339098572,7.69E-05,1.99E-08,47.455,80,47.455,76,179.6828114,178.5301003
UC4D2630016D00A5002+01AA08429+5,133.4554477,0.063349014,0.001792577,162.4308602,0.006570381,0.00160705,377.761475,-2.19E-14,0.374756365,9.36E-05,2.61E-08,-1.22E-14,0.351319445,8.46E-05,2.45E-08,42.294,86,44.8,76,171.5581202,177.6366228
UC4D263001EU00A5002+01AA05928+5,115.3671353,0.061103706,0.001704372,175.6964213,-0.034933158,0.001714508,376.30931,-1.69E-14,0.351982098,8.36E-05,2.19E-08,-1.04E-14,0.360698202,8.69E-05,2.40E-08,42.294,84,44.8,80,177.1697669,174.7112972
UC4D263001VC00A5002+01AA02410+5,152.4861589,-0.052017069,0.001775882,159.4462982,-0.17227016,0.001646205,384.786415,-2.44E-14,0.370971418,9.53E-05,2.87E-08,-1.02E-14,0.339909865,8.31E-05,2.46E-08,42.294,88,42.294,80,182.686035,191.5792841
UC4D263001UX00A5002+01AA10627+5,142.0753297,-0.191636341,0.001705132,185.0895342,-0.230731819,0.001678278,383.656585,1.11E-14,0.360195206,8.81E-05,2.47E-08,-7.61E-15,0.347103505,8.16E-05,2.21E-08,42.294,87,44.8,78,186.3199881,184.0464802
UC4D263001WQ00A5002+01AA02224+5,183.396642,-0.197573882,0.001674137,193.5605872,-0.136762596,0.001596198,377.311025,-3.58E-14,0.370643793,9.10E-05,2.60E-08,4.22E-15,0.349740662,8.09E-05,2.30E-08,42.294,86,44.8,76,175.0488163,184.4906179
UC4D263001C700A5002+01AA02103+5,97.68461963,-0.033322109,0.001702985,150.5443755,0.039867508,0.001672936,380.08308,8.88E-15,0.364151809,8.92E-05,2.53E-08,1.97E-15,0.357478239,8.55E-05,2.43E-08,39.928,89,42.294,82,180.0728706,175.7001401
UC4D263001CF00A5002+01AA02111+5,163.6070079,0.012281166,0.001692369,155.5458242,-0.006648179,0.001656286,378.007825,2.77E-14,0.358653485,8.30E-05,2.19E-08,7.27E-15,0.349328732,8.34E-05,2.42E-08,42.294,87,44.8,79,178.2881188,181.1897942
UC4D263001N900A5002+01AA06125+5,63.46655313,-0.193128081,0.001845571,182.6113429,0.03963489,0.001714582,385.15724,-9.60E-15,0.356055195,8.47E-05,2.29E-08,7.61E-15,0.354024659,8.41E-05,2.42E-08,42.294,85,44.8,79,187.1412825,185.8456664
